IP,last1_router_ip,last1_delay,last2_router_ip,last2_delay_total,last3_router_ip,last3_delay_total,last4_router_ip,last4_delay_total
101.230.223.37,101.95.104.5,1.419000000000004,222.72.238.114,2.0340000000000025,101.95.89.58,2.0340000000000025,61.152.24.202,2.0340000000000025
180.161.129.133,61.152.13.198,1.0869999999999997,124.74.215.138,1.0869999999999997,-1,-1,61.152.24.85,1.0869999999999997
117.186.93.125,-1,-1,221.183.89.10,2.9110000000000014,221.183.89.33,3.4410000000000025,221.183.89.170,5.376000000000001
180.160.115.2,101.95.38.214,1.2609999999999992,101.95.41.162,1.2609999999999992,-1,-1,202.97.24.157,3.314
101.94.70.34,61.152.21.26,0.0,101.95.41.6,0.0,61.152.25.201,1.934000000000001,-1,-1
180.158.161.191,101.95.92.174,0.33800000000000097,-1,-1,202.97.57.26,1.6630000000000003,202.97.33.125,1.6630000000000003
124.74.75.185,222.72.238.62,0.0,-1,-1,-1,-1,-1,-1
117.131.93.210,117.135.41.158,1.6880000000000024,221.183.144.82,2.510000000000005,221.183.89.46,3.6300000000000026,221.183.89.69,4.983000000000004
117.143.89.253,-1,-1,-1,-1,221.183.89.33,4.605,221.183.89.178,4.605
117.184.75.98,211.136.190.94,7.763999999999996,-1,-1,221.183.89.14,13.747,221.183.89.33,15.279999999999998
116.237.108.76,101.95.92.169,0.9990000000000023,101.95.120.41,3.2959999999999994,-1,-1,-1,-1
218.83.246.70,61.152.46.170,0.0,101.95.89.58,0.0,61.152.25.137,0.43599999999999994,-1,-1
117.186.118.170,117.185.97.2,0.0,-1,-1,221.183.89.10,3.807000000000002,221.183.89.33,6.178000000000001
180.167.54.194,180.167.54.193,0.0,222.72.238.178,1.6169999999999973,101.95.89.66,1.6169999999999973,101.95.89.73,1.6169999999999973
116.237.217.79,101.95.92.170,0.0,101.95.120.145,0.0,-1,-1,202.97.12.181,0.0
116.237.216.7,101.95.92.168,0.0,61.172.75.5,2.3919999999999995,202.97.83.90,2.3919999999999995,-1,-1
180.160.117.244,61.152.19.86,2.4430000000000014,101.95.41.246,2.4430000000000014,-1,-1,202.97.57.146,2.4430000000000014
183.193.218.165,183.194.120.149,1.4799999999999969,221.183.144.74,2.077999999999996,221.183.89.46,2.769999999999996,221.183.89.69,3.5889999999999986
180.168.197.85,124.74.216.94,1.8230000000000004,101.95.42.118,1.8230000000000004,101.95.95.9,2.8180000000000014,101.95.89.114,3.418000000000003
183.192.70.150,117.135.41.98,3.2959999999999994,221.183.144.78,4.231999999999999,221.183.89.50,5.6640000000000015,221.183.89.69,7.078000000000003
120.253.152.182,117.135.43.2,0.0,183.194.120.149,1.5690000000000026,221.183.144.74,1.608000000000004,221.183.89.10,2.1600000000000037
116.232.221.159,101.95.92.175,1.2310000000000016,61.172.75.169,2.0100000000000016,202.97.62.185,2.0100000000000016,-1,-1
58.40.11.166,58.40.11.165,0.2510000000000012,61.129.146.94,0.2510000000000012,-1,-1,202.97.24.249,0.2510000000000012
116.237.200.254,101.95.92.168,0.0,-1,-1,-1,-1,-1,-1
183.194.6.66,183.194.121.14,0.7730000000000032,221.183.144.86,2.631999999999998,221.183.89.50,4.932000000000002,221.183.89.69,6.109999999999999
116.232.232.39,101.95.92.173,1.833000000000002,-1,-1,-1,-1,-1,-1
117.184.131.166,117.185.96.230,1.1099999999999994,-1,-1,221.183.89.14,2.0189999999999984,221.183.89.33,4.779999999999998
180.166.134.202,180.166.134.201,0.9649999999999999,61.129.146.170,1.6149999999999984,101.95.89.50,1.6149999999999984,61.152.24.202,1.6149999999999984
124.74.67.110,124.74.67.109,0.6460000000000008,61.129.146.178,0.6460000000000008,61.152.24.93,0.6460000000000008,202.97.57.158,0.6460000000000008
117.144.202.238,117.135.41.154,0.08200000000000074,221.183.144.82,0.6769999999999996,221.183.89.10,1.0570000000000022,221.183.89.33,3.2989999999999995
101.94.31.242,101.95.36.142,0.0,101.95.94.2,0.3299999999999983,-1,-1,101.95.120.93,0.3299999999999983
117.131.32.214,117.135.41.138,0.0,-1,-1,-1,-1,221.183.89.33,4.412999999999997
218.202.235.202,183.194.121.14,0.0,221.183.144.86,2.1679999999999993,221.183.89.14,4.927,221.183.89.33,5.942999999999998
101.94.46.33,101.95.36.202,2.128999999999998,124.74.254.10,2.128999999999998,-1,-1,101.95.88.89,2.128999999999998
101.95.96.98,101.95.96.97,1.5670000000000002,222.72.238.14,1.5670000000000002,101.95.120.113,2.5920000000000023,-1,-1
101.95.163.146,101.95.163.145,0.0,-1,-1,61.152.24.93,0.0,202.97.83.34,0.0
180.167.209.26,180.167.209.25,1.9140000000000015,61.129.146.174,1.9140000000000015,101.95.89.50,2.1709999999999994,101.95.88.210,2.1709999999999994
218.1.142.105,61.172.91.18,2.580000000000002,101.95.88.137,2.580000000000002,202.97.24.153,2.7379999999999995,-1,-1
116.230.226.179,116.230.0.1,0.23199999999999932,222.72.236.245,4.076999999999998,202.97.71.29,4.076999999999998,-1,-1
116.247.106.70,116.247.106.69,0.0,222.72.238.10,2.9309999999999974,101.95.89.38,3.4269999999999996,101.95.89.33,3.4269999999999996
124.74.8.230,124.74.8.229,1.2220000000000013,222.72.238.10,1.2220000000000013,61.152.26.9,1.2220000000000013,202.97.57.146,1.2220000000000013
124.74.96.162,124.74.96.161,1.3689999999999998,61.129.146.190,1.593,61.152.26.81,1.593,202.97.62.185,1.593
101.231.128.172,222.72.155.22,6.218999999999994,222.72.155.21,15.512999999999998,61.129.146.190,15.512999999999998,101.95.89.58,15.512999999999998
218.78.220.134,61.152.20.146,0.5259999999999998,101.95.89.62,0.5259999999999998,101.95.120.157,0.5259999999999998,202.97.83.34,0.5259999999999998
117.186.87.38,221.181.126.70,0.34499999999999886,-1,-1,-1,-1,221.183.89.69,5.866999999999997
117.144.5.34,183.194.120.254,0.7790000000000035,-1,-1,-1,-1,221.183.89.69,6.783999999999999
101.94.69.107,61.152.21.46,0.0,101.95.41.94,0.25700000000000145,61.152.25.93,2.1439999999999984,-1,-1
117.144.113.58,117.144.113.2,0.0,-1,-1,221.183.144.86,0.6049999999999969,221.183.89.50,2.6679999999999993
180.161.227.94,101.95.36.14,0.0,124.74.210.54,2.384999999999998,-1,-1,202.97.83.134,6.797999999999998
101.94.68.230,61.152.21.30,0.0,61.152.87.158,0.4450000000000003,61.152.26.57,1.0120000000000005,-1,-1
117.144.190.114,183.194.120.22,0.0,-1,-1,221.183.89.10,4.011000000000003,221.183.89.33,6.172000000000004
180.173.117.168,61.152.47.150,2.4190000000000005,-1,-1,-1,-1,-1,-1
117.184.25.110,120.204.36.70,0.347999999999999,-1,-1,221.183.89.46,2.2920000000000016,221.183.89.69,3.4939999999999998
116.233.63.87,116.230.0.1,0.0519999999999996,222.72.236.177,4.100999999999999,202.97.24.165,4.100999999999999,-1,-1
116.236.99.38,116.236.99.37,0.5809999999999995,61.129.146.6,4.056000000000001,101.95.89.34,4.056000000000001,101.95.89.45,4.056000000000001
180.161.154.179,124.74.127.154,0.0,101.95.94.2,0.6230000000000011,61.152.26.21,3.754999999999999,202.97.57.26,3.754999999999999
183.193.236.150,117.135.40.198,0.0,221.183.144.82,2.5219999999999985,221.183.89.10,3.1439999999999984,221.183.89.33,5.766999999999996
101.95.182.94,101.95.182.93,1.6690000000000005,61.129.147.190,1.6690000000000005,-1,-1,-1,-1
183.195.198.241,-1,-1,-1,-1,221.183.89.69,3.0279999999999987,221.183.89.182,3.2059999999999995
180.161.154.239,124.74.127.154,0.0,124.74.210.78,0.0,101.95.95.78,3.155999999999999,61.152.26.77,3.9669999999999987
183.195.204.242,183.194.121.6,0.021999999999998465,-1,-1,221.183.89.10,3.5389999999999944,221.183.89.33,5.847999999999999
117.135.2.6,117.135.49.54,1.482999999999997,-1,-1,221.183.89.14,6.741,221.183.89.33,7.968
117.185.58.194,117.135.41.154,1.6030000000000015,221.183.144.86,1.6030000000000015,221.183.89.50,3.1640000000000015,221.183.89.69,4.265000000000001
180.160.102.111,61.152.18.86,0.23799999999999955,101.95.41.246,0.23799999999999955,61.152.26.53,4.373000000000001,202.97.83.34,4.373000000000001
180.169.88.29,222.72.238.254,3.2729999999999997,101.95.89.86,3.561,61.172.93.253,6.145,59.43.22.5,6.145
180.168.169.210,58.40.141.74,3.7970000000000006,58.40.141.73,4.749000000000002,61.129.146.70,5.304000000000002,101.95.89.42,5.304000000000002
120.253.160.90,120.204.36.90,0.6180000000000021,-1,-1,221.183.89.46,3.6670000000000016,221.183.89.69,5.240000000000002
183.192.158.134,117.135.50.90,0.8659999999999997,183.194.120.145,1.715999999999994,-1,-1,221.183.89.46,3.1569999999999965
180.160.116.31,61.152.17.234,0.0,124.74.209.54,1.963000000000001,-1,-1,202.97.24.201,5.652000000000001
116.230.85.75,116.230.0.1,1.7469999999999999,222.72.237.9,3.3249999999999993,202.97.24.205,4.472000000000001,-1,-1
222.66.77.25,222.66.77.17,0.6600000000000001,222.72.238.142,0.6600000000000001,-1,-1,101.95.89.54,0.6600000000000001
116.228.2.74,116.228.2.73,4.385999999999999,61.129.147.42,4.385999999999999,101.95.89.66,4.385999999999999,101.95.89.113,4.385999999999999
101.230.223.217,101.95.104.5,0.0,222.72.238.58,0.7479999999999976,101.95.89.34,1.195999999999998,101.95.89.41,2.9939999999999998
180.166.242.164,180.166.242.161,0.0,222.72.238.102,2.75,61.172.93.238,3.681000000000001,61.172.93.245,4.406000000000002
117.186.29.214,183.194.120.214,674.562,-1,-1,221.183.89.46,680.427,221.183.89.69,681.817
116.233.60.245,-1,-1,222.72.236.245,1.4970000000000034,202.97.24.177,1.4970000000000034,202.97.33.133,1.4970000000000034
180.161.227.223,124.74.127.162,0.365000000000002,101.95.94.6,0.365000000000002,-1,-1,61.152.24.249,0.365000000000002
101.231.35.70,101.231.35.69,4.076000000000004,61.129.147.46,7.547000000000001,-1,-1,101.95.89.69,7.547000000000001
183.192.210.246,-1,-1,-1,-1,-1,-1,221.183.89.69,6.276000000000003
124.76.28.49,61.152.22.226,0.0,124.74.209.238,2.277000000000001,-1,-1,61.152.25.5,2.277000000000001
58.247.9.242,27.115.9.5,0.8459999999999965,112.64.250.202,1.161999999999999,139.226.210.98,2.2070000000000007,219.158.7.41,2.2070000000000007
101.81.84.28,61.152.4.154,0.0,101.95.95.1,0.0,61.152.24.97,0.0,-1,-1
124.74.108.89,61.129.147.50,2.405999999999999,-1,-1,-1,-1,-1,-1
116.228.128.241,222.72.101.117,0.006000000000000227,222.72.238.126,0.006000000000000227,101.95.89.58,0.006000000000000227,101.95.88.18,0.006000000000000227
180.160.117.4,61.152.17.234,0.0,61.152.87.214,0.0,-1,-1,202.97.71.25,1.0330000000000013
180.160.114.17,61.152.23.154,1.8490000000000002,101.95.41.106,1.8490000000000002,101.95.89.158,1.8490000000000002,61.152.25.209,2.0980000000000025
180.161.227.205,101.95.36.14,0.0,101.95.94.6,0.0,-1,-1,202.97.83.34,0.0
180.167.218.162,180.167.218.161,2.878,61.129.147.2,3.6430000000000007,101.95.89.74,4.0440000000000005,101.95.89.73,4.0440000000000005
183.195.197.9,-1,-1,-1,-1,221.183.89.69,4.332999999999998,221.183.89.174,4.332999999999998
112.64.108.233,139.226.225.50,0.07600000000000051,-1,-1,-1,-1,-1,-1
180.167.56.206,180.167.56.205,0.0,61.129.147.74,0.9939999999999998,101.95.89.78,5.166999999999998,101.95.89.113,5.166999999999998
180.161.148.198,124.74.127.174,0.0,101.95.94.6,0.0,-1,-1,61.152.25.121,0.0
183.193.108.166,117.185.96.202,4.381999999999998,-1,-1,221.183.89.50,6.664999999999999,221.183.89.69,7.808
101.231.93.138,101.231.93.137,18.145000000000003,61.129.147.194,18.857000000000003,101.95.89.86,18.857000000000003,101.95.89.89,18.857000000000003
124.74.107.110,124.74.107.109,0.0,-1,-1,-1,-1,202.97.24.193,0.0
180.158.24.84,101.95.92.172,0.0,61.172.75.189,2.3939999999999984,202.97.71.33,3.289999999999999,-1,-1
218.83.229.2,222.72.119.217,3.822999999999997,-1,-1,101.95.89.42,3.822999999999997,101.95.89.33,7.069999999999997
180.161.148.212,124.74.127.174,0.0,124.74.210.54,0.12399999999999878,-1,-1,202.97.57.158,0.12399999999999878
116.237.220.166,101.95.92.169,3.3830000000000027,101.95.120.45,5.004000000000001,202.97.24.245,5.004000000000001,-1,-1
180.161.128.186,101.95.38.70,0.08399999999999963,124.74.210.98,0.08399999999999963,101.95.95.1,2.272000000000002,61.152.24.97,2.272000000000002
58.40.68.90,58.40.68.89,0.0,-1,-1,-1,-1,202.97.48.17,1.355999999999998
180.161.128.228,61.152.13.198,0.0,124.74.254.10,0.0,101.95.95.81,1.2300000000000004,-1,-1
180.160.116.9,61.152.23.154,0.0,101.95.41.106,1.509999999999998,-1,-1,61.152.24.81,1.509999999999998
117.144.183.38,117.185.96.230,0.0,221.183.144.82,0.8950000000000031,221.183.89.10,1.6310000000000002,221.183.89.33,4.288
116.232.82.237,101.95.92.175,0.5739999999999981,61.172.75.201,0.5739999999999981,-1,-1,-1,-1
116.236.131.194,116.236.131.193,1.6579999999999977,61.129.146.50,1.6649999999999991,-1,-1,101.95.89.45,1.6649999999999991
221.181.88.102,183.194.120.254,0.0,-1,-1,221.183.89.10,1.8670000000000009,221.183.89.33,4.170999999999999
218.1.18.86,218.1.18.85,0.0,61.129.147.14,0.0,61.152.25.93,0.0,202.97.51.185,0.0
139.227.188.7,139.226.223.154,1.0280000000000058,-1,-1,-1,-1,219.158.97.1,29.195000000000004
101.94.70.101,61.152.21.54,0.4319999999999986,101.95.41.6,0.4319999999999986,61.152.24.105,0.4319999999999986,-1,-1
116.237.108.137,101.95.92.169,0.0,61.172.75.1,0.0,-1,-1,-1,-1
221.181.106.121,221.183.144.74,1.5249999999999986,221.183.89.46,1.5249999999999986,221.183.89.69,3.9899999999999984,221.183.89.182,4.456999999999997
180.165.67.189,-1,-1,-1,-1,-1,-1,-1,-1
183.194.3.46,117.185.97.6,0.0,-1,-1,221.183.89.14,3.883999999999997,221.183.89.33,4.801999999999996
117.186.164.93,221.183.144.86,0.16899999999999693,221.183.89.50,2.357999999999997,221.183.89.69,3.612999999999996,221.183.89.182,3.8969999999999985
183.195.106.22,117.185.97.6,0.5420000000000016,-1,-1,-1,-1,221.183.89.33,6.523999999999997
180.165.66.60,-1,-1,61.152.24.121,1.2459999999999987,202.97.83.34,1.2459999999999987,-1,-1
124.77.196.114,124.77.0.1,0.8780000000000001,-1,-1,222.72.236.173,0.8780000000000001,202.97.57.146,0.8780000000000001
117.143.89.246,183.194.120.30,0.0,221.183.144.74,1.564,-1,-1,221.183.89.33,4.329000000000004
211.136.172.18,117.135.41.118,0.5760000000000005,-1,-1,221.183.89.14,4.038,221.183.89.33,5.280000000000001
180.161.154.227,101.95.121.10,0.0,124.74.210.78,0.0,-1,-1,61.152.25.137,0.0
180.161.224.135,124.74.127.142,1.6209999999999987,101.95.94.2,1.6209999999999987,-1,-1,61.152.24.97,3.222999999999999
180.167.60.30,180.167.60.29,0.3960000000000008,222.72.238.158,2.6709999999999994,-1,-1,101.95.89.77,2.6709999999999994
180.167.52.106,180.167.52.105,0.0,61.129.147.90,1.3640000000000008,-1,-1,101.95.89.69,1.8709999999999987
117.131.10.130,183.194.120.42,2.2779999999999987,-1,-1,-1,-1,221.183.89.33,9.275000000000002
139.226.37.99,139.226.232.202,0.0,-1,-1,-1,-1,219.158.3.17,25.929000000000002
101.95.27.198,101.95.27.197,0.0,222.72.238.66,4.781000000000002,-1,-1,202.97.24.189,4.781000000000002
180.169.148.66,218.83.203.178,1.416999999999998,218.83.203.177,1.416999999999998,222.72.238.142,1.416999999999998,-1,-1
180.161.149.90,124.74.127.174,0.0,101.95.94.6,0.0,-1,-1,202.97.57.158,3.4619999999999997
112.64.50.168,139.226.197.154,0.7659999999999982,-1,-1,219.158.6.213,0.7659999999999982,219.158.103.217,26.312
116.236.107.57,58.40.11.134,5.8160000000000025,58.40.11.133,5.8160000000000025,61.129.147.202,5.8160000000000025,-1,-1
116.232.6.207,101.95.92.175,3.4350000000000023,-1,-1,-1,-1,202.97.85.33,3.4350000000000023
114.85.79.30,61.152.10.110,2.543000000000003,-1,-1,202.97.71.29,2.543000000000003,-1,-1
120.253.169.150,-1,-1,-1,-1,221.183.89.46,4.974999999999994,221.183.89.69,6.260999999999996
116.232.12.199,101.95.92.177,3.2010000000000005,-1,-1,202.97.83.134,5.239000000000001,-1,-1
101.230.2.251,101.95.131.102,1.0080000000000027,101.95.131.101,1.0080000000000027,61.129.146.194,1.0080000000000027,101.95.89.62,1.0080000000000027
116.232.86.76,101.95.92.176,0.2539999999999978,-1,-1,-1,-1,202.97.33.153,2.948999999999998
116.230.226.173,-1,-1,222.72.237.9,0.2890000000000015,202.97.52.25,1.9879999999999995,-1,-1
218.80.126.50,61.152.52.86,0.0,101.95.95.9,2.536999999999999,-1,-1,-1,-1
180.161.227.199,124.74.127.162,0.0,124.74.210.54,2.8859999999999992,-1,-1,101.95.120.93,2.8859999999999992
117.186.206.70,117.135.40.198,0.0,221.183.144.82,3.923000000000002,221.183.89.10,4.399000000000001,221.183.89.33,6.620999999999999
