IP,longitude,latitude,trace,trace_steps,last_router_delay,total_delay
140.207.175.50,121.453506,31.216942,"[{}, {'30.77.184.78': 0.591}, {'30.1.147.109': 1.01}, {'10.196.90.73': 1.01}, {'11.50.201.51': 1.01}, {'11.50.201.53': 1.01}, {'61.14.203.57': 3.333}, {'103.239.176.1': 3.333}, {'202.77.23.29': 6.643}, {}, {'219.158.4.109': 7.124}, {'219.158.3.97': 7.327}, {}, {}, {}, {'27.115.2.17': 36.299}, {'140.207.175.50': 36.436}]",17,{'27.115.2.17': 36.299},105.126
218.80.0.118,121.24209,31.019992,"[{}, {}, {}, {'10.196.90.65': 1.205}, {'10.196.95.190': 1.205}, {'203.215.232.193': 1.592}, {'202.97.111.61': 24.525}, {'202.97.33.133': 26.087}, {'202.97.24.189': 27.527}, {'61.152.24.249': 27.527}, {'101.95.89.54': 27.527}, {'61.172.67.218': 27.527}, {'101.95.92.183': 27.527}, {'218.80.0.118': 27.527}]",14,{'101.95.92.183': 29.01},219.77599999999995
180.161.128.72,121.419134,31.212698,"[{}, {}, {}, {'10.196.90.65': 1.281}, {'10.196.95.190': 1.281}, {'203.215.232.193': 1.546}, {'202.97.111.61': 24.687}, {}, {'202.97.52.25': 26.046}, {'61.152.24.121': 26.046}, {'101.95.95.9': 26.046}, {'124.74.215.138': 27.209}, {'61.152.13.198': 28.303}, {'180.161.128.72': 30.317}]",14,{'61.152.13.198': 28.303},192.762
116.236.31.101,121.318564,31.100145,"[{}, {}, {'30.1.147.73': 1.419}, {'10.196.90.65': 1.606}, {'10.200.179.138': 1.606}, {'183.91.43.9': 1.606}, {'202.97.67.197': 24.627}, {}, {}, {'59.43.159.17': 24.781}, {'61.172.93.241': 24.781}, {'101.95.89.94': 27.159}, {}, {'116.236.31.97': 28.081}, {'116.236.31.101': 28.892}]",15,{'116.236.31.97': 28.081},164.55799999999996
180.158.162.198,121.664722,31.051993,"[{}, {}, {}, {'10.196.90.85': 1.004}, {'10.200.179.206': 1.004}, {'183.91.43.9': 1.004}, {'202.97.116.45': 23.834}, {}, {}, {'61.172.75.213': 25.843}, {'101.95.92.173': 25.843}, {'180.158.162.198': 28.978}]",12,{'101.95.92.173': 25.843},107.51
180.158.60.195,121.446057,31.055422,"[{}, {}, {}, {'10.196.90.73': 0.872}, {'10.200.180.98': 0.872}, {'183.91.43.9': 0.872}, {'202.97.116.45': 23.259}, {'202.97.12.209': 24.795}, {'202.97.24.217': 24.795}, {}, {'101.95.92.171': 26.334}, {'180.158.60.195': 27.568}]",12,{'101.95.92.171': 26.334},129.36700000000002
222.72.95.42,121.379891,31.119044,"[{}, {}, {}, {'10.196.90.85': 1.001}, {'10.200.179.206': 1.001}, {'183.91.43.9': 1.001}, {'202.97.116.49': 23.124}, {'202.97.39.178': 24.371}, {}, {'61.152.24.109': 26.181}, {'61.129.147.58': 26.181}, {'222.72.95.41': 26.181}, {'222.72.95.42': 26.181}]",13,{'222.72.95.41': 26.938},155.222
221.181.106.49,121.334425,30.726438,"[{}, {}, {'30.1.147.233': 0.842}, {'10.196.90.77': 0.842}, {'11.50.201.58': 0.842}, {'11.50.201.62': 0.842}, {'223.121.3.29': 1.591}, {}, {}, {'221.183.89.174': 31.787}, {'221.183.89.69': 31.787}, {'221.183.89.50': 32.96}, {}, {'221.181.106.49': 35.614}]",14,-1,137.107
116.237.42.27,121.76946,31.031431,"[{}, {}, {}, {'10.196.90.65': 1.48}, {'10.200.179.138': 1.48}, {'183.91.43.9': 1.48}, {'202.97.116.17': 24.113}, {'202.97.74.2': 24.689}, {'202.97.24.169': 26.087}, {'61.172.75.1': 26.087}, {'101.95.92.231': 27.817}, {'116.237.42.27': 29.029}]",12,{'101.95.92.231': 27.817},162.262
117.184.79.158,121.178277,31.15462,"[{}, {}, {}, {'10.196.90.61': 1.607}, {'11.48.233.60': 1.607}, {'11.48.233.58': 1.607}, {'223.121.2.89': 2.823}, {'223.120.22.65': 2.965}, {'223.120.3.254': 30.711}, {'221.183.89.182': 31.778}, {'221.183.89.69': 32.474}, {'221.183.89.46': 34.126}, {'221.183.144.74': 34.958}, {'120.204.34.62': 36.574}, {'117.184.79.158': 36.574}]",15,{'120.204.34.62': 37.957},247.80400000000003
112.64.108.56,121.359574,31.288295,"[{}, {'30.77.183.74': 0.881}, {'30.1.147.37': 0.881}, {'10.196.90.61': 1.047}, {'11.48.233.50': 1.047}, {'11.48.233.54': 1.047}, {'61.14.203.25': 1.797}, {}, {'202.77.23.29': 6.163}, {'219.158.3.105': 6.969}, {}, {}, {}, {}, {'139.226.224.38': 35.347}, {'112.64.108.56': 35.347}]",16,{'139.226.224.38': 36.391},90.526
101.94.68.125,121.554333,31.27854,"[{'30.77.136.193': 0.644}, {}, {}, {'10.196.90.61': 1.301}, {'10.196.95.182': 1.307}, {'203.215.232.193': 1.644}, {'202.97.111.61': 24.476}, {}, {'202.97.83.90': 28.492}, {}, {}, {'61.152.87.158': 28.492}, {'61.152.21.30': 28.492}, {'101.94.68.125': 28.492}]",14,{'61.152.21.30': 36.123},143.34
180.160.116.189,121.664168,31.266604,"[{}, {}, {}, {'10.196.90.61': 1.429}, {'10.196.95.182': 1.447}, {'203.215.232.193': 1.776}, {'202.97.111.61': 24.696}, {'202.97.12.202': 25.517}, {'202.97.48.21': 25.517}, {'61.152.25.173': 27.24}, {'61.152.87.214': 27.737}, {'61.152.23.226': 27.737}, {'180.160.116.189': 32.802}]",13,{'61.152.23.226': 27.737},195.898
180.158.27.228,121.417042,31.026427,"[{}, {}, {'30.1.147.37': 1.03}, {'10.196.90.73': 1.194}, {'10.196.95.186': 1.194}, {'203.215.232.193': 1.501}, {}, {}, {'202.97.83.14': 23.128}, {}, {'101.95.92.171': 24.713}, {'180.158.27.228': 26.775}]",12,{'101.95.92.171': 24.713},79.535
117.184.178.10,121.341335,31.275739,"[{'30.77.136.225': 0.907}, {}, {}, {'10.196.90.81': 1.592}, {'11.48.233.60': 1.592}, {'11.48.233.58': 1.592}, {'223.121.2.89': 2.812}, {'223.120.22.65': 8.253}, {}, {'221.183.89.182': 32.031}, {}, {'221.183.89.46': 35.958}, {}, {}, {'117.135.43.22': 36.118}, {'117.184.178.10': 36.118}]",16,{'117.135.43.22': 36.783},156.97299999999998
116.234.82.1,121.485934,31.334278,"[{}, {}, {}, {'10.196.90.65': 1.636}, {'10.200.179.138': 1.636}, {'183.91.43.9': 1.636}, {'202.97.116.21': 24.505}, {}, {'202.97.50.169': 24.505}, {}, {'116.234.82.1': 24.964}]",11,-1,78.88199999999999
180.168.209.226,121.363317,31.190625,"[{}, {'30.77.184.68': 0.903}, {}, {'10.196.90.89': 1.385}, {'10.196.95.186': 1.385}, {'203.215.232.193': 1.775}, {'59.43.244.225': 3.294}, {'59.43.249.30': 25.762}, {}, {}, {'101.95.88.46': 25.874}, {'101.95.89.58': 28.307}, {}, {'180.168.209.225': 28.307}, {'180.168.209.226': 31.387}]",15,{'180.168.209.225': 28.307},148.37900000000002
183.192.154.34,121.487909,31.234152,"[{}, {}, {'30.1.148.13': 0.572}, {'10.196.90.89': 0.572}, {'11.48.233.60': 0.572}, {'11.48.233.58': 0.572}, {'223.121.2.89': 2.073}, {'223.120.22.65': 2.073}, {'223.120.3.190': 30.042}, {'221.183.89.178': 30.986}, {'221.183.89.33': 30.986}, {'221.183.89.10': 35.765}, {}, {'183.194.120.38': 35.765}, {'183.192.154.34': 35.765}]",15,{'183.194.120.38': 60.671},205.743
180.161.149.211,121.698831,30.928742,"[{}, {}, {}, {'10.196.90.81': 1.467}, {'10.200.179.138': 1.467}, {'183.91.43.9': 1.467}, {'202.97.116.49': 23.542}, {'202.97.33.153': 24.079}, {'202.97.24.197': 24.079}, {'61.152.25.77': 25.165}, {'101.95.94.6': 25.165}, {'101.95.121.14': 25.165}, {'180.161.149.211': 25.165}]",13,{'101.95.121.14': 28.047},176.76099999999997
116.232.3.156,121.77173,31.055897,"[{}, {}, {}, {'10.196.90.81': 1.275}, {'10.200.179.138': 1.275}, {'183.91.43.9': 1.275}, {'202.97.67.197': 24.308}, {}, {'202.97.67.221': 24.741}, {'61.172.75.169': 24.741}, {'101.95.92.176': 25.32}, {'116.232.3.156': 26.556}]",12,{'101.95.92.176': 25.32},129.491
218.83.246.65,121.117817,31.163136,"[{}, {}, {}, {'10.196.90.69': 0.879}, {'10.200.179.206': 0.879}, {'183.91.43.9': 0.879}, {'202.97.116.49': 23.14}, {}, {}, {'61.152.26.85': 25.385}, {'101.95.89.54': 25.385}, {'124.74.33.70': 25.385}, {'218.83.246.65': 25.385}]",13,{'124.74.33.70': 25.839},127.31700000000002
180.158.43.200,121.360605,31.150499,"[{}, {}, {}, {'10.196.90.85': 0.916}, {'10.200.179.206': 0.916}, {'183.91.43.9': 0.916}, {'202.97.116.17': 23.72}, {}, {'202.97.62.101': 24.68}, {}, {'101.95.92.171': 25.69}, {'180.158.43.200': 25.69}]",12,{'101.95.92.171': 27.342},102.528
116.237.220.163,121.59254,31.103766,"[{}, {}, {}, {'10.196.90.81': 1.469}, {'10.200.179.138': 1.469}, {'183.91.43.9': 1.469}, {'202.97.116.17': 24.183}, {}, {}, {'101.95.120.145': 27.643}, {'101.95.92.169': 27.657}, {'116.237.220.163': 30.301}]",12,{'101.95.92.169': 27.657},114.191
180.161.128.231,121.420846,31.212998,"[{}, {'30.77.183.206': 0.766}, {}, {'10.196.90.85': 1.244}, {'10.196.95.194': 1.363}, {'203.215.232.193': 1.681}, {}, {}, {'202.97.24.249': 24.918}, {}, {'124.74.215.18': 24.918}, {'124.74.127.206': 27.825}, {'180.161.128.231': 27.825}]",13,{'124.74.127.206': 42.824},110.54
101.94.69.149,121.554152,31.279532,"[{'30.77.136.193': 0.724}, {}, {}, {'10.196.90.65': 1.371}, {'10.196.95.190': 1.371}, {'203.215.232.193': 1.784}, {'202.97.6.5': 24.791}, {}, {'202.97.24.237': 26.555}, {}, {'61.152.24.89': 28.821}, {}, {'101.95.41.142': 28.901}, {'61.152.21.42': 28.901}, {'101.94.69.149': 29.03}]",15,{'61.152.21.42': 28.901},172.249
180.169.217.2,121.462027,31.237464,"[{}, {}, {}, {'10.196.90.69': 1.271}, {'10.196.95.194': 1.271}, {'203.215.232.193': 1.64}, {'59.43.244.225': 3.618}, {'59.43.248.109': 25.563}, {}, {'59.43.159.17': 25.563}, {'101.95.89.41': 25.563}, {'101.95.89.42': 28.177}, {'222.72.238.58': 28.177}, {'222.72.153.113': 28.259}, {'180.169.217.2': 28.259}]",15,{'222.72.153.113': 29.494},197.361
117.186.155.81,121.293896,31.102725,"[{}, {}, {}, {'10.196.90.69': 0.39}, {'11.48.233.55': 0.39}, {'11.48.233.55': 0.39}, {'223.121.2.89': 2.066}, {'223.120.22.65': 2.356}, {'223.120.3.254': 30.247}, {'221.183.89.178': 31.375}, {'221.183.89.33': 31.375}, {'221.183.89.14': 32.555}, {}, {'117.186.155.81': 35.541}]",14,-1,166.685
116.232.4.70,121.914421,30.900031,"[{}, {}, {}, {'10.196.90.73': 1.079}, {'10.200.180.98': 1.079}, {'183.91.43.9': 1.079}, {'202.97.116.17': 23.702}, {}, {'202.97.57.234': 25.427}, {'61.172.75.189': 25.427}, {'101.95.92.175': 25.427}, {'116.232.4.70': 27.203}]",12,{'101.95.92.175': 25.427},130.423
117.186.15.149,121.585174,31.121493,"[{}, {}, {}, {'10.196.90.69': 0.464}, {'11.48.233.50': 0.464}, {'11.48.233.50': 0.464}, {'223.121.2.89': 2.251}, {'223.120.22.65': 3.009}, {'223.120.3.202': 30.206}, {'221.183.89.178': 30.806}, {'221.183.89.33': 30.806}, {'221.183.89.14': 32.016}, {}, {'117.186.15.149': 34.751}]",14,-1,165.237
112.64.50.23,121.338982,31.461433,"[{}, {'30.77.183.64': 0.844}, {}, {'10.196.90.81': 0.844}, {'11.50.201.53': 0.844}, {'11.50.201.50': 0.844}, {'61.14.203.57': 3.169}, {}, {'202.77.23.29': 6.144}, {'219.158.3.189': 7.157}, {'219.158.4.37': 8.979}, {}, {}, {}, {'139.226.209.62': 34.608}, {'112.64.50.23': 34.608}]",16,{'139.226.209.62': 35.572},98.041
180.158.164.195,121.605274,31.075435,"[{}, {}, {}, {'10.196.90.89': 1.027}, {'10.200.180.98': 1.027}, {'183.91.43.9': 1.027}, {'202.97.116.13': 21.928}, {'202.97.51.162': 21.928}, {}, {}, {'101.95.92.174': 24.5}, {'180.158.164.195': 24.5}]",12,{'101.95.92.174': 25.779},95.937
